formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Women Accessories item. Type: Scarves, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Rust, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Multi, Usage: Casual."
"A Women Accessories item. Type: Bracelet, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Black, Usage: Casual."
"A Girls Apparel item. Type: Capris, Color: Olive, Usage: Casual."
"A Women Personal Care item. Type: Deodorant, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Maroon, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Tracksuits, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Men Apparel item. Type: Track Pants, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Formal."
"A Women Apparel item. Type: Capris, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Unisex Apparel item. Type: Swimwear, Color: Blue, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Copper, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Shorts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Tan, Usage: Casual."
"A Unisex Accessories item. Type: Shoe Laces, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: White, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Beige, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Beige, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Bra, Color: Rose, Usage: Casual."
"A Women Accessories item. Type: Socks, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Apparel item. Type: Tops, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Women Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Briefs, Color: Red, Usage: Casual."
"A Men Accessories item. Type: Caps, Color: Blue, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Brown, Usage: nan."
"A Women Apparel item. Type: Kurtas, Color: Pink, Usage: Ethnic."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Silver, Usage: Casual."
"A Women Personal Care item. Type: Fragrance Gift Set, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Duffel Bag, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Wallets, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Track Pants, Color: Charcoal, Usage: Casual."
"A Women Personal Care item. Type: Foundation and Primer, Color: Skin, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Beige, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Maroon, Usage: Formal."
"A Men Apparel item. Type: Sweatshirts, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Caps, Color: Red, Usage: Casual."
"A Boys Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Trunk, Color: Charcoal, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Copper, Usage: nan."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Shorts, Color: Grey Melange, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Maroon, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Off White, Usage: Ethnic."
"A Men Footwear item. Type: Sandals, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: White, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Multi, Usage: Ethnic."
"A Girls Apparel item. Type: Dresses, Color: Black, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Blue, Usage: Sports."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Formal."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Orange, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Shorts, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Olive, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Teal, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Bath Robe, Color: White, Usage: nan."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Yellow, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Mufflers, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Men Personal Care item. Type: Deodorant, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Purple, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Beige, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Accessories item. Type: Caps, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Bangle, Color: Gold, Usage: Ethnic."
"A Women Footwear item. Type: Flats, Color: Maroon, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Maroon, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Orange, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Multi, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Women Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Girls Apparel item. Type: Capris, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Track Pants, Color: Grey, Usage: Sports."
"A Women Accessories item. Type: Ring, Color: Silver, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Lime Green, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Teal, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Grey, Usage: Formal."
"A Women Personal Care item. Type: Lip Gloss, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Gold, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Burgundy, Usage: Formal."
"A Women Apparel item. Type: Tops, Color: Yellow, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Steel, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Trousers, Color: Orange, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Mauve, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Girls Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Women Personal Care item. Type: Deodorant, Color: Lavender, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Baby Dolls, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Grey, Usage: Casual."
"A Unisex Accessories item. Type: Watches, Color: Black, Usage: Sports."
"A Boys Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Apparel item. Type: Tshirts, Color: Orange, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Girls Apparel item. Type: Shorts, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Peach, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: White, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Women Apparel item. Type: Leggings, Color: Purple, Usage: Ethnic."
"A Women Accessories item. Type: Jewellery Set, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Pink, Usage: Casual."
